Agency,Incident Number,Arrest Date,Arrest Location,Arrest Offense by UCR Code,Arrest Type,Age,Sex,Race,Ethnicity
MSP - DFS,2019-0B2-007291,20191223,MONTAGUE,35A,F,29,F,W,U
MSP - DFS,2019-0B2-007291,20191223,MONTAGUE,35A,F,29,F,W,U
MSP - DFS,2019-0B2-007291,20191223,MONTAGUE,35A,F,29,F,W,U
MSP - DFS,2019-0B2-007291,20191223,MONTAGUE,35A,F,29,F,W,U
MSP - DFS,2019-0B2-007291,20191223,MONTAGUE,35A,F,29,F,W,U
MSP - DFS,2019-0B2-007291,20191223,MONTAGUE,35A,F,29,F,W,U
MSP - DFS,2019-0B2-007291,20191223,MONTAGUE,MV,M,29,F,W,U
MSP - DFS,2019-0B2-007291,20191223,MONTAGUE,MV,M,29,F,W,U
MSP - DFS,2019-0B2-007291,20191223,MONTAGUE,MV,M,29,F,W,U
MSP - DFS,2019-0B2-007291,20191223,MONTAGUE,MV,M,29,F,W,U
MSP - DFS,2019-0H4-009195,20191223,BOSTON,90Z,W,35,M,B,HT
MSP - DFS,2019-0A6-011142,20191223,READING,90D,M,36,U,H,BRA
MSP - DFS,2019-0A6-011142,20191223,READING,90Z,W,36,U,H,BRA
MSP - DFS,2019-0A6-011142,20191223,READING,MV,M,36,U,H,BRA
MSP - DFS,2019-GEU-003184,20191223,PLAINVILLE,35A,F,43,F,W,KOR
MSP - DFS,2019-GEU-003184,20191223,PLAINVILLE,MV,M,43,F,W,KOR
MSP - DFS,2019-0H6-009236,20191223,BOSTON,90Z,M,45,M,B,JM
MSP - DFS,2019-0D4-007751,20191223,BERKLEY,90D,M,50,M,H,CC
MSP - DFS,2019-0D4-007751,20191223,BERKLEY,90G,M,50,M,H,CC
MSP - DFS,2019-0D4-007751,20191223,BERKLEY,MV,M,50,M,H,CC
MSP - DFS,2019-0D4-007751,20191223,BERKLEY,MV,M,50,M,H,CC
MSP - DFS,2019-0B3-008745,20191224,SPRINGFIELD,90Z,W,45,U,H,MM
MSP - DFS,2019-0B3-008745,20191224,SPRINGFIELD,MV,M,45,U,H,MM
MSP - DFS,2019-0B3-008745,20191224,SPRINGFIELD,MV,M,45,U,H,MM
MSP - DFS,2019-0B3-008745,20191224,SPRINGFIELD,MV,M,45,U,H,MM
MSP - DFS,2019-0F1-068811,20191224,BOSTON,90Z,M,46,M,B,HT
MSP - DFS,2019-0B6-011788,20191224,LEVERETT,120-13A,F,48,F,O,JA
MSP - DFS,2019-0B6-011788,20191224,LEVERETT,13A,F,48,F,O,JA
MSP - DFS,2019-0B6-011788,20191224,LEVERETT,13A,F,48,F,O,JA
MSP - DFS,2019-0B6-011788,20191224,LEVERETT,13A,F,48,F,O,JA
MSP - DFS,2019-0B6-011788,20191224,LEVERETT,13A,F,48,F,O,JA
MSP - DFS,2019-0B6-011788,20191224,LEVERETT,13A,F,48,F,O,JA
MSP - DFS,2019-0H6-009258,20191224,BOSTON,90Z,W,52,M,H,DR
MSP - DFS,2019-0H6-009258,20191224,BOSTON,MV,M,52,M,H,DR
MSP - DFS,2019-0H6-009258,20191224,BOSTON,MV,M,52,M,H,DR
MSP - DFS,2019-0C5-004772,20191224,WEBSTER,90Z,W,54,M,H,PR
MSP - DFS,2019-0C2-009112,20191224,HOPKINTON,90D,M,57,M,H,CR
MSP - DFS,2019-0A4-011083,20191225,EVERETT,90Z,W,29,M,B,U
MSP - DFS,2019-0H7-007791,20191225,STOUGHTON,90Z,W,50,M,B,HT
MSP - DFS,2019-0H7-007791,20191225,STOUGHTON,90Z,W,50,M,B,HT
MSP - DFS,2019-0H7-007791,20191225,STOUGHTON,MV,M,50,M,B,HT
MSP - DFS,2019-0A1-015698,20191226,METHUEN,90Z,W,41,M,H,PR
MSP - DFS,2019-0A1-015698,20191226,METHUEN,90Z,W,41,M,H,PR
MSP - DFS,2019-0A1-015698,20191226,METHUEN,MV,M,41,M,H,PR
MSP - DFS,2019-0A1-015698,20191226,METHUEN,MV,M,41,M,H,PR
MSP - DFS,2019-0D1-006728,20191226,NORWELL,90D,M,47,M,W,ITAL
MSP - DFS,2019-0D1-006728,20191226,NORWELL,MV,M,47,M,W,ITAL
MSP - DFS,2019-0D4-007856,20191227,TAUNTON,90Z,W,21,M,O,CN
MSP - DFS,2019-0A4-011136,20191227,MEDFORD,35A,F,23,M,H,PR
MSP - DFS,2019-0A4-011136,20191227,MEDFORD,35A,F,23,M,H,PR
MSP - DFS,2019-0A4-011136,20191227,MEDFORD,90Z,W,23,M,H,PR
MSP - DFS,2019-0A4-011136,20191227,MEDFORD,MV,M,23,M,H,PR
MSP - DFS,2019-0A4-011136,20191227,MEDFORD,MV,M,23,M,H,PR
MSP - DFS,2019-0H7-007822,20191227,CANTON,90Z,W,27,F,W,IRE
MSP - DFS,2019-0D4-007855,20191227,BROCKTON,520,F,30,M,B,JM
MSP - DFS,2019-0D4-007855,20191227,BROCKTON,520,F,30,M,B,JM
MSP - DFS,2019-0D4-007855,20191227,BROCKTON,520,F,30,M,B,JM
MSP - DFS,2019-0D4-007855,20191227,BROCKTON,520,F,30,M,B,JM
MSP - DFS,2019-0D4-007855,20191227,BROCKTON,"520,250",F,30,M,B,JM
MSP - DFS,2019-0D4-007855,20191227,BROCKTON,35A,F,30,M,B,JM
MSP - DFS,2019-0B4-007394,20191227,NORTH ADAMS,35A,F,31,M,H,PR
MSP - DFS,2019-0B4-007394,20191227,NORTH ADAMS,35A,F,31,M,H,PR
MSP - DFS,2019-0B4-007394,20191227,NORTH ADAMS,MV,M,31,M,H,PR
MSP - DFS,2019-0B4-007394,20191227,NORTH ADAMS,MV,M,31,M,H,PR
MSP - DFS,2019-0D7-008467,20191227,MARION,90Z,W,32,F,W,PR
MSP - DFS,2019-0D7-008467,20191227,MARION,MV,M,32,F,W,PR
MSP - DFS,2019-0D7-008467,20191227,MARION,MV,M,32,F,W,PR
MSP - DFS,2019-0D7-008467,20191227,MARION,MV,M,32,F,W,PR
MSP - DFS,2019-0D4-007860,20191227,MIDDLEBOROUGH,90Z,W,33,M,W,U
MSP - DFS,2019-0D4-007860,20191227,MIDDLEBOROUGH,MV,M,33,M,W,U
MSP - DFS,2019-0D4-007860,20191227,MIDDLEBOROUGH,MV,M,33,M,W,U
MSP - DFS,2019-0B6-011876,20191227,HOLYOKE,35A,F,34,M,H,PR
MSP - DFS,2019-0B6-011876,20191227,HOLYOKE,35A,F,35,M,H,PR
MSP - DFS,2019-0A3-012138,20191227,WESTFORD,90Z,W,35,M,H,PR
MSP - DFS,2019-0B6-011876,20191227,HOLYOKE,MV,M,35,M,H,PR
MSP - DFS,2019-0B6-011876,20191227,HOLYOKE,MV,M,35,M,H,PR
MSP - DFS,2019-0B6-011876,20191227,HOLYOKE,MV,M,35,M,H,PR
MSP - DFS,2019-0H3-009742,20191228,FRANKLIN,90Z,W,20,M,H,DR
MSP - DFS,2019-0H9-013284,20191228,BOSTON,90Z,W,26,M,O,CN
MSP - DFS,2019-0A4-011175,20191228,EVERETT,90Z,W,28,M,W,BRA
MSP - DFS,2019-0A4-011175,20191228,EVERETT,90Z,W,28,M,W,BRA
MSP - DFS,2019-0A4-011175,20191228,EVERETT,90Z,W,28,M,W,BRA
MSP - DFS,2019-0D3-011048,20191228,NEW BEDFORD,90Z,W,29,M,H,PR
MSP - DFS,2019-0D3-011048,20191228,NEW BEDFORD,90Z,W,29,M,H,PR
MSP - DFS,2019-0A4-011168,20191228,EVERETT,90D,M,33,M,H,MM
MSP - DFS,2019-0A4-011168,20191228,EVERETT,90D,M,33,M,H,MM
MSP - DFS,2019-0A4-011168,20191228,EVERETT,90G,M,33,M,H,MM
MSP - DFS,2019-0A4-011168,20191228,EVERETT,MV,M,33,M,H,MM
MSP - DFS,2019-0A4-011168,20191228,EVERETT,MV,M,33,M,H,MM
MSP - DFS,2019-0A3-012164,20191228,BEDFORD,90D,M,48,M,O,VM
MSP - DFS,2019-0A3-012164,20191228,BEDFORD,MV,M,48,M,O,VM
MSP - DFS,2019-0A3-012164,20191228,BEDFORD,MV,M,48,M,O,VM
MSP - DFS,2019-0A3-012164,20191228,BEDFORD,MV,M,48,M,O,VM
MSP - DFS,2019-0H4-009313,20191228,CAMBRIDGE,90Z,W,48,M,H,HB
MSP - DFS,2019-0H4-009313,20191228,CAMBRIDGE,MV,M,48,M,H,HB
MSP - DFS,2019-0H4-009313,20191228,CAMBRIDGE,MV,M,48,M,H,HB
MSP - DFS,2019-0H4-009313,20191228,CAMBRIDGE,MV,M,48,M,H,HB
MSP - DFS,2019-0H4-009343,20191229,CAMBRIDGE,90D,M,24,M,W,BRA
MSP - DFS,2019-0CX-013507,20191229,CHARLTON,90D,M,25,M,H,MM
MSP - DFS,2019-0CX-013507,20191229,CHARLTON,MV,M,25,M,H,MM
MSP - DFS,2019-0A5-009377,20191229,LYNN,90D,M,33,M,H,DR
MSP - DFS,2019-0A5-009377,20191229,LYNN,MV,M,33,M,H,DR
MSP - DFS,2019-0A5-009377,20191229,LYNN,MV,M,33,M,H,DR
MSP - DFS,2019-0C2-009188,20191229,HOPKINTON,90Z,W,33,M,W,IRE
MSP - DFS,2019-0C2-009188,20191229,HOPKINTON,MV,M,33,M,W,IRE
MSP - DFS,2019-0B3-008834,20191229,SPRINGFIELD,90Z,W,38,M,H,MM
MSP - DFS,2019-0A5-009398,20191229,REVERE,90Z,W,38,M,H,BRA
MSP - DFS,2019-0B3-008834,20191229,SPRINGFIELD,90Z,O,38,M,H,MM
MSP - DFS,2019-0A5-009398,20191229,REVERE,MV,M,38,M,H,BRA
MSP - DFS,2019-0B3-008834,20191229,SPRINGFIELD,MV,M,38,M,H,MM
MSP - DFS,2019-0C6-009241,20191229,AUBURN,MV,M,41,M,H,PR
MSP - DFS,2019-0C6-009241,20191229,AUBURN,MV,M,41,M,H,PR
MSP - DFS,2019-0F1-069731,20191229,BOSTON,90,M,56,M,W,IRE
MSP - DFS,2019-0A4-011235,20191230,MEDFORD,MV,M,34,M,H,BRA
MSP - DFS,2019-0A4-011235,20191230,MEDFORD,MV,M,34,M,H,BRA
MSP - DFS,2019-0H9-013343,20191230,BOSTON,MV,M,39,M,O,LAOS
MSP - DFS,2019-0H9-013343,20191230,BOSTON,MV,M,39,M,O,LAOS
MSP - DFS,2019-0H9-013343,20191230,BOSTON,MV,M,39,M,O,LAOS
MSP - DFS,2019-0H9-013343,20191230,BOSTON,MV,M,39,M,O,LAOS
MSP - DFS,2019-0H6-009400,20191230,BOSTON,90Z,W,46,M,B,JM
MSP - DFS,2019-0H7-007886,20191231,BRAINTREE,90Z,W,19,M,B,HT
MSP - DFS,2019-0H7-007886,20191231,BRAINTREE,90Z,W,19,M,B,HT
MSP - DFS,2019-0B3-008876,20191231,SPRINGFIELD,90Z,W,26,M,H,PR
MSP - DFS,2019-0H9-013378,20191231,BOSTON,90Z,W,28,M,H,DR
MSP - DFS,2019-0A6-011356,20191231,DANVERS,MV,M,39,M,H,BRA
MSP - DFS,2019-0A6-011356,20191231,DANVERS,MV,M,39,M,H,BRA
MSP - DFS,2019-0H9-013353,20191231,BOSTON,MV,M,40,M,H,DR
MSP - DFS,2019-0H9-013353,20191231,BOSTON,MV,M,40,M,H,DR
MSP - DFS,2019-0H4-009406,20191231,BOSTON,90D,M,43,M,H,PR
MSP - DFS,2019-0H4-009406,20191231,BOSTON,90G,M,43,M,H,PR
MSP - DFS,2019-0H4-009406,20191231,BOSTON,MV,M,43,M,H,PR
MSP - DFS,2019-0H4-009406,20191231,BOSTON,MV,M,43,M,H,PR
MSP - DFS,2019-0A5-009445,20191231,CHELSEA,90D,M,53,F,W,SX
MSP - DFS,2020-0A6-000006,20200101,PEABODY,35A,F,20,M,B,HT
MSP - DFS,2020-0A6-000006,20200101,PEABODY,MV,M,20,M,B,HT
MSP - DFS,2020-0A6-000006,20200101,PEABODY,MV,M,20,M,B,HT
MSP - DFS,2020-0A6-000006,20200101,PEABODY,MV,M,20,M,B,HT
MSP - DFS,2020-0C5-000019,20200101,STURBRIDGE,90Z,W,22,U,H,BRA
MSP - DFS,2020-0C5-000019,20200101,STURBRIDGE,MV,M,22,U,H,BRA
MSP - DFS,2020-0C5-000019,20200101,STURBRIDGE,MV,M,22,U,H,BRA
MSP - DFS,2020-0CX-000011,20200101,WARREN,240,M,24,M,H,DR
MSP - DFS,2020-0CX-000011,20200101,WARREN,90D,M,24,M,H,DR
MSP - DFS,2020-0CX-000011,20200101,WARREN,90G,M,24,M,H,DR
MSP - DFS,2020-0CX-000011,20200101,WARREN,90Z,W,24,M,H,DR
MSP - DFS,2020-0CX-000011,20200101,WARREN,MV,M,24,M,H,DR
MSP - DFS,2020-0CX-000011,20200101,WARREN,MV,M,24,M,H,DR
MSP - DFS,2020-0CX-000011,20200101,WARREN,MV,M,24,M,H,DR
MSP - DFS,2020-0CX-000011,20200101,WARREN,MV,M,24,M,H,DR
MSP - DFS,2020-0H8-000001,20200101,NEWTON,90D,M,26,F,I,HT
MSP - DFS,2020-0A4-000008,20200101,MEDFORD,90D,M,27,M,B,HT
MSP - DFS,2020-0A4-000008,20200101,MEDFORD,MV,M,27,M,B,HT
MSP - DFS,2020-0A4-000008,20200101,MEDFORD,MV,M,27,M,B,HT
MSP - DFS,2020-0CX-000013,20200101,GRAFTON,90Z,W,30,F,W,IRE
MSP - DFS,2020-0C5-000004,20200101,CHARLTON,MV,M,40,M,W,BRA
MSP - DFS,2020-0C5-000004,20200101,CHARLTON,MV,M,40,M,W,BRA
MSP - DFS,2020-0D7-000004,20200101,BOURNE,90D,M,45,M,H,PR
MSP - DFS,2020-0D7-000004,20200101,BOURNE,MV,M,45,M,H,PR
MSP - DFS,2020-0B8-000017,20200101,WESTFIELD,90Z,W,47,M,H,BRA
MSP - DFS,2020-0B8-000017,20200101,WESTFIELD,MV,M,47,M,H,BRA
MSP - DFS,2020-0B8-000017,20200101,WESTFIELD,MV,M,47,M,H,BRA
MSP - DFS,2020-0H9-000002,20200101,BOSTON,90D,M,48,M,W,PR
MSP - DFS,2020-0H9-000002,20200101,BOSTON,MV,M,48,M,W,PR
MSP - DFS,2020-0H9-000002,20200101,BOSTON,MV,M,48,M,W,PR
MSP - DFS,2020-0H7-000003,20200101,CANTON,90D,M,49,F,H,BRA
MSP - DFS,2020-0H7-000003,20200101,CANTON,MV,M,49,F,H,BRA
MSP - DFS,2020-0H7-000003,20200101,CANTON,MV,M,49,F,H,BRA
MSP - DFS,2020-0A5-000058,20200102,REVERE,250,M,25,M,H,PR
MSP - DFS,2020-0A5-000058,20200102,REVERE,250,M,25,M,H,PR
MSP - DFS,2020-0A5-000058,20200102,REVERE,26A,M,25,M,H,PR
MSP - DFS,2020-0A5-000058,20200102,REVERE,26A,M,25,M,H,PR
MSP - DFS,2020-0A5-000058,20200102,REVERE,"280,26A",M,25,M,H,PR
MSP - DFS,2020-0A5-000058,20200102,REVERE,"280,26A",M,25,M,H,PR
MSP - DFS,2020-0A5-000058,20200102,REVERE,35A,F,25,M,H,PR
MSP - DFS,2020-0A5-000058,20200102,REVERE,90Z,W,25,M,H,PR
MSP - DFS,2020-0A5-000058,20200102,REVERE,MV,M,25,M,H,PR
MSP - DFS,2020-0A5-000058,20200102,REVERE,MV,M,25,M,H,PR
MSP - DFS,2020-0A5-000058,20200102,REVERE,MV,O,25,M,H,PR
MSP - DFS,2020-0H4-000032,20200102,BOSTON,90J,M,29,M,B,JM
MSP - DFS,2020-0A4-000034,20200102,EVERETT,90,M,29,M,W,U
MSP - DFS,2020-0A4-000034,20200102,EVERETT,13A-13B,F,29,M,W,U
MSP - DFS,2020-0D7-000043,20200102,PLYMOUTH,90D,M,29,F,W,SX
MSP - DFS,2020-0D7-000043,20200102,PLYMOUTH,MV,M,29,F,W,SX
MSP - DFS,2020-0A4-000041,20200102,MEDFORD,"280,26A",M,32,M,H,DR
MSP - DFS,2020-0A4-000041,20200102,MEDFORD,35A,F,32,M,H,DR
MSP - DFS,2020-0A4-000041,20200102,MEDFORD,90Z,W,32,M,H,DR
MSP - DFS,2020-0A4-000041,20200102,MEDFORD,90Z,W,32,M,H,DR
MSP - DFS,2020-0H8-000033,20200102,NEWTON,90Z,W,35,M,H,CB
MSP - DFS,2020-0H8-000033,20200102,NEWTON,MV,M,35,M,H,CB
MSP - DFS,2020-0A6-000056,20200102,SAUGUS,MV,M,36,M,W,BRA
MSP - DFS,2020-0A6-000056,20200102,SAUGUS,MV,M,36,M,W,BRA
MSP - DFS,2020-0A6-000056,20200102,SAUGUS,MV,M,36,M,W,BRA
MSP - DFS,2020-0A5-000053,20200102,LYNN,MV,M,43,M,H,DR
MSP - DFS,2020-0F1-000355,20200102,BOSTON,90,M,47,F,W,EN
MSP - DFS,2020-0D4-000030,20200102,WEST BRIDGEWATER,35A,F,47,M,W,IRE
MSP - DFS,2020-0D4-000030,20200102,WEST BRIDGEWATER,90Z,W,47,M,W,IRE
MSP - DFS,2020-0D4-000030,20200102,WEST BRIDGEWATER,MV,M,47,M,W,IRE
MSP - DFS,2020-0C2-000039,20200102,WORCESTER,90G,M,57,M,H,PR
MSP - DFS,2020-0C2-000039,20200102,WORCESTER,90Z,W,57,M,H,PR
MSP - DFS,2020-0A4-000041,20200102,MEDFORD,90Z,W,62,M,H,DR
MSP - DFS,2020-0A1-000078,20200103,LAWRENCE,90Z,W,23,M,H,DR
MSP - DFS,2020-0A1-000078,20200103,LAWRENCE,90Z,W,23,M,H,DR
MSP - DFS,2020-0A1-000078,20200103,LAWRENCE,MV,M,23,M,H,DR
MSP - DFS,2020-0A1-000078,20200103,LAWRENCE,MV,M,23,M,H,DR
MSP - DFS,2020-0A1-000078,20200103,LAWRENCE,MV,M,23,M,H,DR
MSP - DFS,2020-0A1-000104,20200103,LAWRENCE,MV,M,25,M,H,DR
MSP - DFS,2020-0A1-000097,20200103,LAWRENCE,MV,M,25,M,H,DR
MSP - DFS,2020-0A1-000104,20200103,LAWRENCE,MV,M,25,M,H,DR
MSP - DFS,2020-0A1-000097,20200103,LAWRENCE,MV,M,25,M,H,DR
MSP - DFS,2020-0A1-000082,20200103,LAWRENCE,MV,M,27,M,H,DR
MSP - DFS,2020-0A1-000082,20200103,LAWRENCE,MV,M,27,M,H,DR
MSP - DFS,2020-0D4-000057,20200103,BROCKTON,520,F,30,F,W,IRE
MSP - DFS,2020-0D4-000057,20200103,BROCKTON,520,F,30,F,W,IRE
MSP - DFS,2020-0D4-000057,20200103,BROCKTON,520,F,30,F,W,IRE
MSP - DFS,2020-0D4-000057,20200103,BROCKTON,520,F,30,F,W,IRE
MSP - DFS,2020-0D4-000057,20200103,BROCKTON,520,F,30,F,W,IRE
MSP - DFS,2020-0D4-000057,20200103,BROCKTON,520,F,30,F,W,IRE
MSP - DFS,2020-0A1-000069,20200103,LAWRENCE,MV,M,32,F,H,DR
MSP - DFS,2020-0A1-000069,20200103,LAWRENCE,MV,M,32,F,H,DR
MSP - DFS,2020-0A1-000069,20200103,LAWRENCE,MV,M,32,F,H,DR
MSP - DFS,2020-0B3-000102,20200103,SPRINGFIELD,MV,M,33,M,H,PR
MSP - DFS,2020-0H6-000050,20200103,BOSTON,90Z,W,35,M,W,BRA
MSP - DFS,2020-0A4-000056,20200103,EVERETT,90D,M,37,M,H,BRA
MSP - DFS,2020-0B3-000107,20200103,SPRINGFIELD,MV,M,37,F,H,PR
MSP - DFS,2020-0B3-000107,20200103,SPRINGFIELD,MV,M,37,F,H,PR
MSP - DFS,2020-0A4-000056,20200103,EVERETT,MV,M,37,M,H,BRA
MSP - DFS,2020-0A4-000056,20200103,EVERETT,MV,M,37,M,H,BRA
MSP - DFS,2020-0A4-000056,20200103,EVERETT,MV,M,37,M,H,BRA
MSP - DFS,2020-0A1-000075,20200103,LAWRENCE,MV,M,39,M,H,DR
MSP - DFS,2020-0A1-000073,20200103,LAWRENCE,250,M,41,M,H,DR
MSP - DFS,2020-0A1-000073,20200103,LAWRENCE,26A,M,41,M,H,DR
MSP - DFS,2020-0A1-000073,20200103,LAWRENCE,26A,M,41,M,H,DR
MSP - DFS,2020-0A1-000073,20200103,LAWRENCE,26C,M,41,M,H,DR
MSP - DFS,2020-0A1-000073,20200103,LAWRENCE,"280,26A",M,41,M,H,DR
MSP - DFS,2020-0A1-000073,20200103,LAWRENCE,MV,M,41,M,H,DR
MSP - DFS,2020-0A1-000073,20200103,LAWRENCE,MV,M,41,M,H,DR
MSP - DFS,2020-0A1-000073,20200103,LAWRENCE,MV,M,41,M,H,DR
MSP - DFS,2020-0A1-000073,20200103,LAWRENCE,MV,M,41,M,H,DR
MSP - DFS,2020-0D4-000052,20200103,BROCKTON,520,F,42,M,W,G
MSP - DFS,2020-0D4-000052,20200103,BROCKTON,520,F,42,M,W,G
MSP - DFS,2020-0D4-000052,20200103,BROCKTON,520,F,42,M,W,G
MSP - DFS,2020-0D4-000052,20200103,BROCKTON,520,F,42,M,W,G
MSP - DFS,2020-0D4-000052,20200103,BROCKTON,35A,F,42,M,W,G
MSP - DFS,2020-0D4-000052,20200103,BROCKTON,35A,F,42,M,W,G
MSP - DFS,2020-0D4-000052,20200103,BROCKTON,520,F,44,M,W,G
MSP - DFS,2020-0D4-000052,20200103,BROCKTON,520,F,44,M,W,G
MSP - DFS,2020-0D4-000052,20200103,BROCKTON,520,F,44,M,W,G
MSP - DFS,2020-0D4-000052,20200103,BROCKTON,520,F,44,M,W,G
MSP - DFS,2020-0D4-000052,20200103,BROCKTON,520,F,44,M,W,G
MSP - DFS,2020-0D4-000052,20200103,BROCKTON,520,F,44,M,W,G
MSP - DFS,2020-0A1-000084,20200103,LAWRENCE,MV,M,62,M,B,DR
MSP - DFS,2020-0A1-000084,20200103,LAWRENCE,MV,M,62,M,B,DR
MSP - DFS,2020-0D4-000057,20200103,BROCKTON,520,F,62,M,W,IRE
MSP - DFS,2020-0D4-000057,20200103,BROCKTON,520,F,62,M,W,IRE
MSP - DFS,2020-0D4-000057,20200103,BROCKTON,520,F,62,M,W,IRE
MSP - DFS,2020-0C5-000060,20200104,STURBRIDGE,26A,M,21,M,H,BRA
MSP - DFS,2020-0C5-000060,20200104,STURBRIDGE,35A,F,21,M,H,BRA
MSP - DFS,2020-0C5-000060,20200104,STURBRIDGE,MV,M,21,M,H,BRA
MSP - DFS,2020-0C5-000060,20200104,STURBRIDGE,MV,M,21,M,H,BRA
MSP - DFS,2020-0C5-000060,20200104,STURBRIDGE,MV,M,21,M,H,BRA
MSP - DFS,2020-0C5-000060,20200104,STURBRIDGE,MV,M,21,M,H,BRA
MSP - DFS,2020-0C5-000060,20200104,STURBRIDGE,MV,M,21,M,H,BRA
MSP - DFS,2020-0C5-000060,20200104,STURBRIDGE,MV,M,21,M,H,BRA
MSP - DFS,2020-0B3-000142,20200104,SPRINGFIELD,90D,M,24,F,H,DR
MSP - DFS,2020-0B3-000142,20200104,SPRINGFIELD,MV,M,24,F,H,DR
MSP - DFS,2020-0B3-000142,20200104,SPRINGFIELD,MV,M,24,F,H,DR
MSP - DFS,2020-0A5-000080,20200104,LYNN,90Z,W,31,M,H,PR
MSP - DFS,2020-0A5-000080,20200104,LYNN,90Z,W,31,M,H,PR
MSP - DFS,2020-0A5-000080,20200104,LYNN,MV,M,31,M,H,PR
MSP - DFS,2020-0A5-000080,20200104,LYNN,MV,M,31,M,H,PR
MSP - DFS,2020-0C6-000097,20200104,WORCESTER,90Z,W,32,M,H,PR
MSP - DFS,2020-0C6-000097,20200104,WORCESTER,MV,M,32,M,H,PR
MSP - DFS,2020-0C6-000097,20200104,WORCESTER,MV,M,32,M,H,PR
MSP - DFS,2020-0C6-000097,20200104,WORCESTER,MV,M,32,M,H,PR
MSP - DFS,2020-0B3-000165,20200104,SPRINGFIELD,MV,M,36,M,H,JM
MSP - DFS,2020-0B3-000165,20200104,SPRINGFIELD,MV,M,36,M,H,JM
MSP - DFS,2020-0B3-000165,20200104,SPRINGFIELD,MV,M,36,M,H,JM
MSP - DFS,2020-0CX-000114,20200104,OXFORD,90D,M,38,F,W,SX
MSP - DFS,2020-0CX-000114,20200104,OXFORD,MV,M,38,F,W,SX
MSP - DFS,2020-0CX-000114,20200104,OXFORD,MV,M,38,F,W,SX
MSP - DFS,2020-0B3-000163,20200104,SPRINGFIELD,90Z,W,39,F,H,PR
MSP - DFS,2020-0B3-000163,20200104,SPRINGFIELD,MV,M,39,F,H,PR
MSP - DFS,2020-0A4-000079,20200104,EVERETT,90D,M,40,M,H,BRA
MSP - DFS,2020-0A4-000079,20200104,EVERETT,MV,M,40,M,H,BRA
MSP - DFS,2020-0A4-000079,20200104,EVERETT,MV,M,40,M,H,BRA
MSP - DFS,2020-0A4-000079,20200104,EVERETT,MV,M,40,M,H,BRA
MSP - DFS,2020-0C4-000042,20200104,LANCASTER,35A,F,40,F,W,SX
MSP - DFS,2020-0C4-000042,20200104,LANCASTER,35A,F,40,F,W,SX
MSP - DFS,2020-0H6-000092,20200104,BOSTON,90D,M,46,M,H,DR
MSP - DFS,2020-0H6-000092,20200104,BOSTON,MV,M,46,M,H,DR
MSP - DFS,2020-0H6-000092,20200104,BOSTON,MV,M,46,M,H,DR
MSP - DFS,2020-0A1-000107,20200104,METHUEN,90D,M,52,M,H,DR
MSP - DFS,2020-0A1-000107,20200104,METHUEN,MV,M,52,M,H,DR
MSP - DFS,2020-0A1-000107,20200104,METHUEN,MV,M,52,M,H,DR
MSP - DFS,2020-0A1-000107,20200104,METHUEN,MV,M,52,M,H,DR
MSP - DFS,2020-0D3-000167,20200105,FALL RIVER,90Z,W,28,M,B,PR
MSP - DFS,2020-0D3-000167,20200105,FALL RIVER,MV,M,28,M,B,PR
MSP - DFS,2020-0D3-000167,20200105,FALL RIVER,MV,M,28,M,B,PR
MSP - DFS,2020-0D3-000167,20200105,FALL RIVER,MV,M,28,M,B,PR
MSP - DFS,2020-0H4-000113,20200105,BOSTON,MV,M,30,M,O,CN
MSP - DFS,2020-0H4-000113,20200105,BOSTON,MV,M,30,M,O,CN
MSP - DFS,2020-0C5-000082,20200105,STURBRIDGE,90Z,W,30,M,I,AMI
MSP - DFS,2020-0C5-000082,20200105,STURBRIDGE,90Z,W,30,M,I,AMI
MSP - DFS,2020-0C5-000082,20200105,STURBRIDGE,MV,M,30,M,I,AMI
MSP - DFS,2020-0C5-000082,20200105,STURBRIDGE,MV,M,30,M,I,AMI
MSP - DFS,2020-0H4-000108,20200105,BOSTON,90Z,W,60,M,H,PR
MSP - DFS,2020-0H4-000108,20200105,BOSTON,MV,M,60,M,H,PR
MSP - DFS,2020-0B3-000198,20200106,CHICOPEE,90D,M,25,M,H,PR
MSP - DFS,2020-0CX-000182,20200106,AUBURN,90Z,W,25,M,H,BRA
MSP - DFS,2020-0B3-000198,20200106,CHICOPEE,MV,M,25,M,H,PR
MSP - DFS,2020-0B3-000198,20200106,CHICOPEE,MV,M,25,M,H,PR
MSP - DFS,2020-0B3-000198,20200106,CHICOPEE,MV,M,25,M,H,PR
MSP - DFS,2020-0B3-000205,20200106,SPRINGFIELD,MV,M,28,M,H,PR
MSP - DFS,2020-0B3-000205,20200106,SPRINGFIELD,MV,M,28,M,H,PR
MSP - DFS,2020-0H4-000124,20200106,BOSTON,90D,M,36,M,H,PR
MSP - DFS,2020-0H4-000124,20200106,BOSTON,90Z,W,36,M,H,PR
MSP - DFS,2020-0H4-000124,20200106,BOSTON,MV,M,36,M,H,PR
MSP - DFS,2020-0H4-000124,20200106,BOSTON,MV,M,36,M,H,PR
MSP - DFS,2020-0A6-000174,20200107,SAUGUS,35A,M,25,M,B,HT
MSP - DFS,2020-0A6-000174,20200107,SAUGUS,90D,M,25,M,B,HT
MSP - DFS,2020-0A6-000174,20200107,SAUGUS,MV,M,25,M,B,HT
